year,month,day,cases
2022,9,4,118
2022,9,5,439
2022,9,6,650
2022,9,7,547
2022,9,8,402
2022,9,9,402
2022,9,10,283
2022,9,11,108
2022,9,12,417
2022,9,13,579
2022,9,14,507
2022,9,15,413
2022,9,16,398
2022,9,17,206
2022,9,18,136
2022,9,19,497
2022,9,20,567
2022,9,21,538
2022,9,22,500
2022,9,23,510
2022,9,24,364
2022,9,25,182
2022,9,26,513
2022,9,27,965
2022,9,28,856
2022,9,29,698
2022,9,30,860
2022,10,1,477
2022,10,2,277
2022,10,3,305
2022,10,4,982
2022,10,5,1570
2022,10,6,1240
2022,10,7,1175
2022,10,8,583
2022,10,9,379
2022,10,10,941
2022,10,11,1480
2022,10,12,1159
2022,10,13,1076
2022,10,14,1108
2022,10,15,563
2022,10,16,509
2022,10,17,1193
2022,10,18,1218
2022,10,19,1393
2022,10,20,825
2022,10,21,916
2022,10,22,646
2022,10,23,357
2022,10,24,983
2022,10,25,1107
2022,10,26,935
2022,10,27,706
2022,10,28,684
2022,10,29,382
2022,10,30,247
2022,10,31,630
2022,11,1,416
2022,11,2,588
2022,11,3,621
2022,11,4,538
2022,11,5,292
2022,11,6,183
2022,11,7,526
2022,11,8,573
2022,11,9,510
2022,11,10,378
2022,11,11,447
2022,11,12,178
2022,11,13,111
2022,11,14,453
2022,11,15,582
2022,11,16,420
2022,11,17,436
2022,11,18,449
2022,11,19,291
2022,11,20,120
2022,11,21,427
2022,11,22,592
2022,11,23,482
2022,11,24,345
2022,11,25,414
2022,11,26,213
2022,11,27,80
2022,11,28,449
2022,11,29,533
2022,11,30,411
2022,12,1,343
2022,12,2,325
2022,12,3,226
2022,12,4,135
2022,12,5,397
2022,12,6,486
2022,12,7,526
2022,12,8,479
2022,12,9,422
2022,12,10,277
2022,12,11,168
2022,12,12,468
2022,12,13,549
2022,12,14,1032
2022,12,15,431
2022,12,16,428
2022,12,17,419
2022,12,18,201
2022,12,19,614
2022,12,20,729
2022,12,21,727
2022,12,22,643
2022,12,23,755
2022,12,24,406
2022,12,25,217
2022,12,26,208
2022,12,27,537
2022,12,28,546
2022,12,29,470
2022,12,30,408
2022,12,31,218
2023,1,1,163
2023,1,2,389
2023,1,3,476
2023,1,4,335
2023,1,5,318
2023,1,6,244
2023,1,7,160
2023,1,8,67
2023,1,9,263
2023,1,10,274
2023,1,11,222
2023,1,12,206
2023,1,13,159
2023,1,14,96
2023,1,15,83
2023,1,16,189
2023,1,17,230
2023,1,18,166
2023,1,19,175
2023,1,20,136
2023,1,21,125
2023,1,22,75
2023,1,23,268
2023,1,24,262
2023,1,25,300
2023,1,26,243
2023,1,27,249
2023,1,28,87
2023,1,29,125
2023,1,30,286
2023,1,31,406
2023,2,1,297
2023,2,2,322
2023,2,3,229
2023,2,4,111
2023,2,5,118
2023,2,6,319
2023,2,7,382
2023,2,8,282
2023,2,9,315
2023,2,10,249
2023,2,11,141
2023,2,12,122
2023,2,13,396
2023,2,14,359
2023,2,15,318
2023,2,16,318
2023,2,17,212
2023,2,18,228
2023,2,19,109
2023,2,20,150
2023,2,21,655
2023,2,22,934
2023,2,23,1040
2023,2,24,1015
2023,2,25,448
2023,2,26,211
2023,2,27,331
2023,2,28,26
